_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,browser_height,browser_width,feedback,tags,time,time_after,time_before,time_during,time_total,batch,browser_gold,browser_height_gold,browser_width_gold,duration,feedback_gold,image,row,sequence,tags_gold,time_after_gold,time_before_gold,time_during_gold,time_gold,time_total_gold,url
1054720250,10/03/2016 11:35,2152705230,10/03/2016 11:35,FALSE,gifthulk,0.2519,22552178,679,1280,,"Man, tree",1,1.4,9.5,1,26.3,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 11:42,2152712545,10/03/2016 11:42,FALSE,clixsense,0.2524,35394287,974,1920,,"person, trees",1,5.4,4.8,1,11.2,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 12:09,2152743283,10/03/2016 12:08,FALSE,eup_slw,0.2747,24992939,974,1920,,"human, ergonomy",1,8.5,4.7,1,14.3,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 12:13,2152750436,10/03/2016 12:13,FALSE,clixsense,0.2895,36313199,638,1366,,"tree-shaped organs, person",1,19.3,8.5,1,28.9,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 12:21,2152763395,10/03/2016 12:20,FALSE,prodege,0.2512,24403612,646,1126,,"peeson, tree, head, chest,",1,12.8,9.1,1,23,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 12:35,2152786056,10/03/2016 12:35,FALSE,grabpoints,0.231,39013744,653,1097,,"person,inside,body",1,14.7,5.7,1,21.4,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720250,10/03/2016 12:37,2152789065,10/03/2016 12:36,FALSE,neodev,0.2204,39170888,735,1309,,"Lung, vegetable, nature",1,75,7,1,83.1,6,,,,1,,image_416.jpg,723,3,,,,,,,http://www.vismet.org/VisMet/images/full/image_416.jpg
1054720251,10/03/2016 09:52,2152619856,10/03/2016 09:50,FALSE,prodege,0.8333,15555970,662,1366,,"Ace, joker, ATM, hand, numbers, withdraw, digits, screen",20,4.3,6.4,9.6,20.5,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 10:07,2152626029,10/03/2016 10:06,FALSE,gifthunterclub,0.4114,39786553,918,1280,,"drawing, ATM, mail, letters",20,8.6,5,11.2,25,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 10:09,2152626569,10/03/2016 10:08,FALSE,prodege,0.5053,32850083,894,1280,,"drawing, atm, playing cards",20,12.1,4.1,17,33.3,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 10:11,2152627574,10/03/2016 10:10,FALSE,inboxpounds,0.2046,27836433,710,1200,,"joker, ace, atm, money",20,6,17,19.8,42.7,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
